ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20031024000044,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932297405,N,041853,3870401722,"BOSTON MOUNTAIN RURAL HEALTH CENTER, INC",,6/1/1994,AR,CORPORATION,,N,HC 31 BOX 310,,DEER,AR,726282628
O20031103000577,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942298195,N,251920,8628989654,COASTAL FAMILY HEALTH CENTER INC,COASTAL FAMILY HEALTH CENTER - SAUCIER,8/25/1978,MS,CORPORATION,,N,23453 CENTRAL DR,,SAUCIER,MS,395747521
O20031103000595,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841220357,N,251921,8628989654,COASTAL FAMILY HEALTH CENTER INC,,8/25/1978,MS,CORPORATION,,N,15024 MARTIN LUTHER KING JR BLVD,,GULFPORT,MS,395018306
O20031104000092,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598761496,N,191825,4688586118,"DAVID RAINES COMMUNITY HEALTH CENTER, INC.",DAVID RAINES COMMUNITY HEALTH CENTER,9/29/1992,LA,CORPORATION,,N,12763 LAY STREET,,GILLIAM,LA,710290035
O20031104000096,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215933254,N,191819,4688586118,"DAVID RAINES COMMUNITY HEALTH CENTER, INC.",DAVID RAINES COMMUNITY HEALTH CENTER,9/29/1992,LA,CORPORATION,,N,1625 DAVID RAINES RD,,SHREVEPORT,LA,711075899
O20031104000109,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831243625,N,551951,9234041765,"EAST VALLEY COMMUNITY HEALTH CENTER, INC.",,4/16/1970,CA,CORPORATION,,N,420 S GLENDORA AVE,,WEST COVINA,CA,917903001
O20031105000321,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1699803312,N,451805,8921916552,"NUESTRA CLINICA DEL VALLE, INC.",,1/31/1986,TX,CORPORATION,,N,611 N BRYAN RD,,MISSION,TX,785726285
O20031105000335,HI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992811954,N,121822,0749192920,HANA HEALTH,HANA COMMUNITY HEALTH CENTER,11/3/1995,HI,CORPORATION,,N,4590 HANA HIGHWAY,,HANA,HI,96713
O20031105000709,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235106618,N,101892,7214849520,RURAL HEALTH CARE INC,AZA HEALTH,12/8/1977,FL,CORPORATION,,N,306 UNION AVE,,CRESCENT CITY,FL,321124432
O20031106000091,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1861829079,N,451807,8921916552,"NUESTRA CLINICA DEL VALLE, INC.",,11/19/1971,TX,CORPORATION,,N,1518 E. SANTA ROSA AVE.,,EDCOUCH,TX,78538
O20031106000267,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477529311,N,101891,7214849520,RURAL HEALTH CARE INC,AZALEA HEALTH,12/8/1977,FL,CORPORATION,,N,1213 STATE ROAD 20,,INTERLACHEN,FL,321482737
O20031106000304,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073589065,N,101919,7214849520,RURAL HEALTH CARE INC,AZALEA HEALTH,12/8/1977,FL,CORPORATION,,N,100 COMMERCIAL DR,,KEYSTONE HEIGHTS,FL,326566802
O20031106000353,HI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1225281793,N,121819,2466365440,COMMUNITY CLINIC OF MAUI INC,MALAMA I KE OLA HEALTH CENTER,7/1/1994,HI,CORPORATION,,N,670 WAIALE RD,APT A,WAILUKU,HI,967932376
O20031106000431,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1306827332,N,051875,9739090937,SAN DIEGO FAMILY CARE,,7/2/1972,CA,CORPORATION,,N,4290 POLK AVE,,SAN DIEGO,CA,921051524
O20031107000090,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235267949,N,451809,8921916552,"NUESTRA CLINICA DEL VALLE, INC.",,1/1/1976,TX,CORPORATION,,N,1500 W 1ST ST,,MERCEDES,TX,785702551
O20031108000028,AK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609871391,N,021820,4688587348,CROSS ROAD HEALTH MINISTRIES INC,CROSS ROAD MEDICAL CENTER,5/16/1988,AK,CORPORATION,,N,MILE 187 GLENN HIGHWAY,,GLENNALLEN,AK,995880589
O20031110000328,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073940987,N,451950,8921916552,"NUESTRA CLINICA DEL VALLE, INC.",,11/19/1971,TX,CORPORATION,,N,300 N 86TH ST,,EDINBURG,TX,785421838
O20031111000848,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568675858,N,521825,0345153672,ACCESS COMMUNITY HEALTH CENTERS INC,ACCESS COMMUNITY HEALTH CENTERS,3/19/1982,WI,CORPORATION,,N,2202S PARK ST,,MADISON,WI,537131916
O20031113000226,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083783757,N,551813,5991619157,"MENDOCINO COAST CLINICS, INC",,7/2/1992,CA,CORPORATION,,N,205 SOUTH ST,,FORT BRAGG,CA,954375540
O20031114000115,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841225315,N,111852,7911811922,"ALBANY AREA PRIMARY HEALTH CARE, INC",RURAL MODEL CLINIC,11/29/1979,GA,CORPORATION,,N,2202 E OGLETHORPE BLVD,,ALBANY,GA,317052940
O20031114000182,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184887911,N,101955,6507770526,COMMUNITY HEALTH OF SOUTH FLORIDA INC,,10/13/1971,FL,CORPORATION,,N,19300 SW 376TH ST,,FLORIDA CITY,FL,330346300
O20031114000360,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1265548614,N,191827,5193639151,CAPITOL CITY FAMILY HEALTH CENTER INCORPORATED,CARESOUTH,12/8/1997,LA,CORPORATION,,N,3140 FLORIDA STREET,,BATON ROUGE,LA,706063757
O20031118000134,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770669715,N,551943,6800708686,SONOMA VALLEY COMMUNITY HEALTH CENTER,SONAMA VALLEY COMMUNITY HEALTH CENTER,7/29/1992,CA,CORPORATION,,N,19270 SONOMA HWY 12,,SONOMA,CA,95476
O20031118000233,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376659151,Y,501806,5799695672,INTERNATIONAL COMMUNITY HEALTH SERVICES,INTERNATIONAL DISTRICT CLINIC,9/4/1973,WA,CORPORATION,,N,720 8TH AVE S,,SEATTLE,WA,981043032
O20031118000807,AK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326047044,N,021822,8022922509,KODIAK ISLAND HEALTH CARE FOUNDATION,KODIAK COMMUNITY HEALTH CENTER,3/8/1993,AK,CORPORATION,,N,1911 E REZANOF DR,,KODIAK,AK,996156602
O20031119000927,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114994944,N,101941,7214849520,RURAL HEALTH CARE INC,AZA HEALTH,12/8/1977,FL,CORPORATION,,N,22066 SE 71ST AVE,,HAWTHORNE,FL,326403969
O20031119000962,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194784280,N,491858,1759285075,HIGHLAND MEDICAL CENTER INC,,11/2/1993,VA,CORPORATION,,N,120 JACKSON RIVER RD,,MONTEREY,VA,244652416
O20031120000737,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1346299807,N,111873,3274442850,"MEDLINK GEORGIA, INC",MEDLINK RABUN,2/29/1980,GA,CORPORATION,,N,896 HIGHWAY 441 S,,CLAYTON,GA,305255423
O20031125000721,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1275730202,N,391932,9234046228,PRIMARY HEALTH NETWORK,,12/19/1983,PA,CORPORATION,,N,2000 GREEN ST,,FARRELL,PA,161211364
O20031126000778,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1417902362,N,391801,9537064977,GREATER PHILADELPHIA HEALTH ACTION INC,,7/20/1970,PA,CORPORATION,,N,800 WASHINGTON AVE,,PHILADELPHIA,PA,191474717
O20031203000053,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235123993,N,111877,6901700723,"SOUTHSIDE MEDICAL CENTER, INC.",,12/17/1970,GA,CORPORATION,,N,1046 RIDGE AVENUE S.W.,,ATLANTA,GA,303151640
O20031204000481,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1760645287,N,101950,6507770526,COMMUNITY HEALTH OF SOUTH FLORIDA INC,,3/10/2007,FL,CORPORATION,,N,13600 SW 312TH ST,,HOMESTEAD,FL,330335500
O20031204000587,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780847517,N,101954,6507770526,COMMUNITY HEALTH OF SOUTH FLORIDA INC,,10/13/1971,FL,CORPORATION,,N,10225 SW 147 TERRACE,,MIAMI,FL,331767744
O20031206000004,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952690463,N,451820,1153226691,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",COMMUNICARE HEALTH CENTERS,7/19/1979,TX,CORPORATION,,N,1102 BARCLAY ST,,SAN ANTONIO,TX,782077161
O20031206000007,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902883739,N,451957,1153226691,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",PUBLIC HOUSING PUBLIC PRIMARY PROJECT WHEATLEY COURTS,7/19/1979,TX,CORPORATION,,P,1821 HAYS STREET,,SAN ANTONIO,TX,78202
O20031208000871,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326138314,N,381856,7416853833,LANE COUNTY OREGON,LANE COUNTY COMMUNITY HEALTH CENTERS,01/28/1851,OR,OTHER,COUNTY GOVERNMENT,N,2073 OLYMPIC ST,,SPRINGFIELD,OR,974773413
O20031208000893,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326138314,N,381855,7416853833,LANE COUNTY OREGON,LANE COUNTY COMMUNITY HEALTH CENTERS,1/28/1951,OR,OTHER,COUNTY GOVT,N,1050 10TH STREET,,SPRINGFIELD,OR,974774003
O20031210000511,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1578573085,N,101918,3870402548,"SUNCOAST COMMUNITY HEALTH CENTERS, INC",PLANT CITY FAMILY CARE,5/1/1977,FL,CORPORATION,,N,801 E BAKER ST,,PLANT CITY,FL,335633652
O20031210000518,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144230640,Y,101917,3870402548,"SUNCOAST COMMUNITY HEALTH CENTERS, INC",TOM LEE COMMUNITY HEALTH CENTER,1/1/1977,FL,CORPORATION,,N,14254 DR MARTIN LUTHER KING JR BLVD,,DOVER,FL,335274414
O20031210001049,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376502070,N,221850,0345146213,HARBOR HEALTH SERVICES INC,HARBOR COMMUNITY HEALTH CENTER-HYANNIS,6/24/1970,MA,CORPORATION,,N,735 ATTUCKS LN,,HYANNIS,MA,026011867
O20031211000892,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1871569061,N,101843,7214849520,RURAL HEALTH CARE INC,AZALEA HEALTH,12/8/1977,FL,CORPORATION,,N,1302 RIVER ST,,PALATKA,FL,321775042
O20031215000228,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1124052816,N,231872,8820995368,LITTLE TRAVERSE BAY BANDS OF ODAWA INDIANS,LTBB OF ODAWA INDIANS HEALTH CLINIC,,,OTHER,TRIBAL GOVERNMENT,N,1260 AJIJAAK AVE,,PETOSKEY,MI,497708330
O20031216000177,AK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669475166,N,021808,0941107288,ANCHORAGE NEIGHBORHOOD HEALTH CENTER INC,,11/18/1974,AK,CORPORATION,,N,4951 BUSINESS PARK BLVD,,ANCHORAGE,AK,995037174
O20031217000125,HI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1053564526,N,121820,2466365440,COMMUNITY CLINIC OF MAUI INC,MALAMA I KE OLA HEALTH CENTER,7/1/1994,HI,CORPORATION,,N,15 IPU AUMAKUA LN,,LAHAINA,HI,967611193
O20031218000043,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154598282,N,141969,2264336346,LAWNDALE CHRISTIAN HEALTH CENTER,,3/27/1984,IL,CORPORATION,,N,3256 W 24TH ST,,CHICAGO,IL,606233217
O20031218000209,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649324443,N,551952,9234041765,"EAST VALLEY COMMUNITY HEALTH CENTER, INC.",,4/16/1970,CA,CORPORATION,,N,1555 S GAREY AVE,,POMONA,CA,917665222
O20031218000345,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104947126,N,261870,7113835174,NORTHWEST HEALTH SERVICES INC,SAVANNAH MEDICAL CLINIC,5/1/1983,MO,CORPORATION,,N,803 HIGHWAY 71 W,,SAVANNAH,MO,644851151
O20031220000016,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073511721,N,381858,1557266236,ROGUE COMMUNITY HEALTH,,6/20/1974,OR,CORPORATION,,N,19 MYRTLE ST,,MEDFORD,OR,975047337
O20031220000023,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770645871,N,381859,1557266236,ROGUE COMMUNITY HEALTH,,6/20/1974,OR,CORPORATION,,N,8385 DIVISION RD,,WHITE CITY,OR,975031176
O20031220000028,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1205998309,N,381857,1557266236,ROGUE COMMUNITY HEALTH,,6/20/1974,OR,CORPORATION,,N,99 CENTRAL AVE,,ASHLAND,OR,975201787
O20031223000393,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881773232,N,141971,9537076112,ACCESS COMMUNITY HEALTH NETWORK,MARTIN RUSSO FAMILY HEALTH CENTER,8/11/1984,IL,CORPORATION,,N,245 S GARY AVE,LOWR LEVEL,BLOOMINGDALE,IL,601082228
O20031223000469,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659407872,N,501859,4385541986,YAKIMA VALLEY FARM WORKERS CLINIC,LINCOLN AVENUE MEDICAL DENTAL CENTER,2/28/1978,WA,OTHER,NON PROFIT CORPORATION,N,2205 W LINCOLN AVE,,YAKIMA,WA,989022437
O20031229000343,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881712669,N,231890,2466369046,GREAT LAKES BAY HEALTH CENTERS,,11/1/1968,MI,CORPORATION,,N,3175 PROFESSIONAL CT,,BAY CITY,MI,487062823
O20031229000372,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831217488,N,111879,6901700723,"SOUTHSIDE MEDICAL CENTER, INC.",,12/17/1970,GA,CORPORATION,,N,2578 GRESHAM RD SE,,ATLANTA,GA,303164138
O20031229000457,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033165550,N,131812,7012815038,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES,2/22/1982,ID,CORPORATION,,N,1309 BENNETT AVE,,BURLEY,ID,833182676
O20031229000466,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669449450,N,131804,7012815038,FAMILY HEALTH SERVICES CORPORATION,,2/22/1982,ID,CORPORATION,,N,388 MARTIN ST,,TWIN FALLS,ID,833014544
O20031229000472,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730135310,N,131818,7012815038,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES,2/22/1982,ID,CORPORATION,,N,218 W NEZ PERCE,,JEROME,ID,833385077
O20031229000479,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003862525,N,131811,7012815038,FAMILY HEALTH SERVICES CORPORATION,,2/22/1982,ID,CORPORATION,,N,725 FAIR,,BUHL,ID,833166442
O20031229000661,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730207663,N,111880,6901700723,"SOUTHSIDE MEDICAL CENTER, INC.",,12/17/1970,GA,CORPORATION,,N,4945 GOVERNORS DR,,FOREST PARK,GA,302972134
O20040105000162,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1255435533,N,051940,9436067485,OPEN DOOR COMMUNITY HEALTH CENTERS,HUMBOLDT OPEN DOOR CLINIC,1/18/1971,CA,CORPORATION,,N,770 10TH ST,,ARCATA,CA,955216210
O20040105000169,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669569109,N,051942,9436067485,OPEN DOOR COMMUNITY HEALTH CENTERS,EUREKA COMMUNITY HEALTH CENTER,1/18/1971,CA,CORPORATION,,N,2200 TYDD ST,,EUREKA,CA,955011284
O20040105000171,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508853813,N,061820,5991609067,"VALLEY-WIDE HEALTH SYSTEMS, INC.",GUADALUPE HEALTH CENTER,4/15/1976,CO,CORPORATION,,N,10TH DAHLIA,,ANTONIO,CO,81120
O20040105000174,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497840656,N,051941,9436067485,OPEN DOOR COMMUNITY HEALTH CENTERS,DEL NORTE COMMUNITY HEALTH CENTER,1/18/1971,CA,CORPORATION,,N,550 E WASHINGTON BLVD,STE 100,CRESCENT CITY,CA,955318161
O20040105000184,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689778813,N,551818,9436067485,OPEN DOOR COMMUNITY HEALTH CENTERS,NORTHCOUNTRY CLINIC,1/18/1971,CA,CORPORATION,,N,785 18TH ST,,ARCATA,CA,955215683
O20040105000207,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1821085994,N,061839,5991609067,"VALLEY-WIDE HEALTH SYSTEMS, INC.",EDWARD M KENNEDY HEALTH CLINIC,4/15/1976,CO,CORPORATION,,N,925 2ND AVE,,MONTE VISTA,CO,811441432
O20040105000233,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881681104,N,061853,5991609067,"VALLEY-WIDE HEALTH SYSTEMS, INC.",MOFFAT FAMILY HEALTH CENTER,4/15/1976,CO,CORPORATION,,N,545 MOFFAT WAY,,MOFFAT,CO,81143
O20040105000239,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1417944729,N,061819,5991609067,"VALLEY-WIDE HEALTH SYSTEMS, INC.",SAN LUIS HEALTH CENTER,4/15/1976,CO,CORPORATION,,N,233 MAIN STREET,SUITE B,SAN LUIS,CO,811520328
O20040105000304,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801883459,N,061817,5991609067,"VALLEY-WIDE HEALTH SYSTEMS, INC.",ALAMOSA FAMILY MEDICAL CENTER,4/15/1976,CO,CORPORATION,,N,1710 FIRST STREET,,ALAMOSA,CO,81101
O20040105000527,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104813682,N,061858,5991609067,"VALLEY-WIDE HEALTH SYSTEMS, INC.",ROCKY FORD CLINIC,4/15/1976,CO,CORPORATION,,N,404 N MAIN,,ROCKY FORD,CO,810672127
O20040113000762,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073734281,N,391933,7214837202,CENTERVILLE CLINICS INC,,3/2/1953,PA,CORPORATION,,N,200 CHAMBER PLZ,,CHARLEROI,PA,150221605
O20040114000510,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316926538,N,491859,9537060413,JOHNSON HEALTH CENTER,,1/27/2003,VA,CORPORATION,,N,320 FEDERAL ST,,LYNCHBURG,VA,245042306
O20040115000416,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1740271022,N,221819,8527969302,HOLYOKE HEALTH CENTER INC,,7/21/1970,MA,CORPORATION,,N,230 MAPLE ST,,HOLYOKE,MA,010405144
O20040116000690,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073638557,N,341876,3173434479,GOSHEN MEDICAL CENTER INCORPORATED,GOSHEN MEDICAL CENTER - CLINTON,5/29/1979,NC,CORPORATION,,N,906 N US HIGHWAY 421,,CLINTON,NC,283280410
O20040120000845,AK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376520692,N,021823,5294635165,ILIULIUK FAMILY AND HEALTH SERVICES INC,,10/22/1975,AK,CORPORATION,,N,34 LAVELLE COURT,,UNALASKA,AK,996850144
O20040122000181,MD,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1922004720,N,211822,5395653455,"BALTIMORE MEDICAL SYSTEM, INC.",,7/1/1985,MD,CORPORATION,,N,9520 PHILADELPHIA RD,,ROSEDALE,MD,212374106
O20040122000785,MD,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902802705,N,211816,5395653455,"BALTIMORE MEDICAL SYSTEM, INC.",,7/1/1985,MD,CORPORATION,,N,3120 ERDMAN AVE,,BALTIMORE,MD,212131720
O20040123000154,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1861402067,N,231830,9537061254,INTERCARE COMMUNITY HEALTH NETWORK,,9/1/1971,MI,CORPORATION,,N,6270 W MAIN ST,,EAU CLAIRE,MI,491119480
O20040123000236,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114005337,N,141982,9537076112,ACCESS COMMUNITY HEALTH NETWORK,ACCESS BLUE ISLAND MEDICAL CENTER,8/11/1984,IL,CORPORATION,,N,13000 MAPLE AVE,,BLUE ISLAND,IL,604062318
O20040123000240,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932119153,N,231831,9537061254,INTERCARE COMMUNITY HEALTH NETWORK,,11/8/1972,MI,OTHER,NON-PROFIT ORGANIZATION FQHC,N,285 JAMES ST,,HOLLAND,MI,494241849
O20040123000299,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992818835,N,231832,9537061254,INTERCARE COMMUNITY HEALTH NETWORK,,9/2/1971,MI,CORPORATION,,N,308 CHARLES ST,,BANGOR,MI,490131317
O20040123000356,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982614103,N,231833,9537061254,INTERCARE COMMUNITY HEALTH NETWORK,,9/2/1971,MI,CORPORATION,,N,800 M 139,,BENTON HARBOR,MI,490224843
O20040123000420,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457361677,N,231813,9537061254,INTERCARE COMMUNITY HEALTH NETWORK,,9/2/1971,MI,CORPORATION,,N,5498 109TH AVE,,PULLMAN,MI,494509631
O20040123000551,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1124109202,N,551881,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,WINTERHAVEN HEALTH CLINIC,8/20/1970,CA,CORPORATION,,N,2133 WINTERHAVEN DR,,WINTERHAVEN,CA,92283
O20040123000562,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1962599266,N,051851,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,CLINICAS DE SALUD DEL PUEBLO INC,8/20/1970,CA,CORPORATION,,N,223W COLE BLVD,,CALEXICO,CA,922319722
O20040123000568,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1124115431,N,051849,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,BLYTHE HEALTH CLINIC,8/20/1970,CA,CORPORATION,,N,321 W HOBSONWAY,SUITE C,BLYTHE,CA,922251651
O20040123000573,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679654750,N,051952,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,NILAND HEALTH CLINIC,8/20/1970,CA,CORPORATION,,N,8027 HWY 111,,NILAND,CA,922570268
O20040123000578,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487741773,N,051951,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,EL CENTRO HEALTH CLINIC,6/27/1970,CA,CORPORATION,,N,852 E DANENBERG DR,,EL CENTRO,CA,922438511
O20040123000584,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649269747,N,051848,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,,8/20/1970,CA,CORPORATION,,N,900 MAIN ST,,BRAWLEY,CA,922272630
O20040123000586,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023188687,N,551836,5496657082,CLINICAS DE SALUD DEL PUEBLO INC,MECCA HEALTH CLINIC,8/20/1970,CA,CORPORATION,,N,91275 66TH AVE,SUITE 500,MECCA,CA,922656515
O20040123000881,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1851305577,N,331894,7416861208,HUDSON HEADWATERS HEALTH NETWORK,,7/15/1981,NY,CORPORATION,,N,100 BROAD ST,,GLENS FALLS,NY,128014349
