hc_id,year,hc_type,HealthCenterName,AK
'080620,2016,fqhc,COLORADO COALITION FOR THE HOMELESS,HI
'080620,2015,fqhc,COLORADO COALITION FOR THE HOMELESS,IN
'080620,2014,fqhc,COLORADO COALITION FOR THE HOMELESS,MA
'080620,2013,fqhc,COLORADO COALITION FOR THE HOMELESS,MI
'080620,2012,fqhc,COLORADO COALITION FOR THE HOMELESS,MT
'080620,2011,fqhc,COLORADO COALITION FOR THE HOMELESS,NJ
'1692,2010,fqhc,Colorado Coalition for the Homeless,NY
'573,2009,fqhc,Colorado Coalition for the Homeless,OH
'547,2008,fqhc,Colorado Coalition for the Homeless,PA
'1294,2007,fqhc,Columbia Basin Health Assn,RI
'1577,2005,fqhc,Columbia Basin Health Assn,VA
'1504,2004,fqhc,Columbia Basin Health Assn,WV
'100460,2019,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,CA
'100460,2018,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,CA
'100460,2017,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,FL
'100460,2016,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,IA
'100460,2015,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,KS
'100460,2014,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,MA
'100460,2013,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,MN
'100460,2012,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,MS
'100460,2011,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,NM
'2020,2010,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,NY
'905,2009,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,OR
'868,2008,fqhc,COLUMBIA BASIN HEALTH ASSOCIATION,PR
'2633,2006,fqhc,Columbia Basin Health Association,TX
'1663,2007,fqhc,"Columbia County Health Center, Inc.",SC
'107200,2019,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,CA
'107200,2018,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,CA
'107200,2017,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,FL
'107200,2016,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,ID
'107200,2015,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,KY
'107200,2014,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,MA
'107200,2013,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,MN
'107200,2012,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,NC
'107200,2011,fqhc,COLUMBIA RIVER COMMUNITY HEALTH SERVICES,NM
'1383,2010,fqhc,Columbia River Community Health Services,NY
'263,2009,fqhc,Columbia River Community Health Services,OH
'253,2008,fqhc,Columbia River Community Health Services,PA
'2435,2007,fqhc,Columbia River Community Health Services,TX
'2983,2006,fqhc,Columbia River Community Health Services,TX
'1854,2005,fqhc,Columbia River Community Health Services,WA
'1826,2010,fqhc,COLUMBIA ROAD HEALTH SERVICES,NY
'711,2009,fqhc,COLUMBIA ROAD HEALTH SERVICES,OK
'679,2008,fqhc,COLUMBIA ROAD HEALTH SERVICES,PA
'1716,2007,fqhc,"Columbia Road Health Services, Inc.",SD
'2011,2006,fqhc,"Columbia Road Health Services, Inc.",TX
'1116,2005,fqhc,"Columbia Road Health Services, Inc.",UT
'1055,2004,fqhc,"Columbia Road Health Services, Inc.",WI
'1450,2005,fqhc,Columbia Valley Comm. Hlth Ctr.,VA
'100570,2019,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,CA
'100570,2018,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,CA
'100570,2017,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,FL
'100570,2016,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,IA
'100570,2015,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,KS
'100570,2014,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,MA
'100570,2013,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,MN
'100570,2012,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,MO
'100570,2011,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,NM
'2154,2010,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,NY
'1039,2009,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,OR
'998,2008,fqhc,COLUMBIA VALLEY COMMUNITY HEALTH,PR
'1501,2004,fqhc,Columbia Valley Community Health,WV
'1473,2007,fqhc,Columbia Valley Community Health Center,SC
'2514,2006,fqhc,Columbia Valley Community Health Center,TX
'058470,2019,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,AR
'058470,2018,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,CA
'058470,2017,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,CO
'058470,2016,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,GA
'058470,2015,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,IL
'058470,2014,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,LA
'058470,2013,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,MI
'058470,2012,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,MT
'058470,2011,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,NH
'2245,2010,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,NY
'1130,2009,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,OR
'1084,2008,fqhc,COLUMBUS NEIGHBORHOOD HEALTH CENTER,PW
'2149,2007,fqhc,"Columbus Neighborhood Health Center, Inc.",TN
'2842,2006,fqhc,"Columbus Neighborhood Health Centers, Inc",TX
'2047,2005,fqhc,Columbus Neighborhood Health Ctr,WA
'1899,2004,fqhc,Columbus Neighborhood Health Ctr,WY
'107940,2019,fqhc,COLVILLE CONFEDERATED TRIBES,CA
'107940,2018,fqhc,COLVILLE CONFEDERATED TRIBES,CA
'107940,2017,fqhc,COLVILLE CONFEDERATED TRIBES,FL
'107940,2016,fqhc,COLVILLE CONFEDERATED TRIBES,ID
'107940,2015,fqhc,COLVILLE CONFEDERATED TRIBES,KY
'107940,2014,fqhc,COLVILLE CONFEDERATED TRIBES,MA
'107940,2013,fqhc,COLVILLE CONFEDERATED TRIBES,MN
'107940,2012,fqhc,COLVILLE CONFEDERATED TRIBES,MS
'107940,2011,fqhc,COLVILLE CONFEDERATED TRIBES,NM
'2128,2010,fqhc,Colville Confederated Tribes,NY
'1013,2009,fqhc,Colville Confederated Tribes,OR
'972,2008,fqhc,Colville Confederated Tribes,PR
'1490,2007,fqhc,Colville Confederated Tribes,SC
'2640,2006,fqhc,Colville Confederated Tribes,TX
'1736,2005,fqhc,Colville Confederated Tribes,VT
'1653,2004,fqhc,Colville Confederated Tribes,WV
'0627960,2019,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,AZ
'0627960,2018,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,CA
'0627960,2017,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,CT
'0627960,2016,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,GA
'0627960,2015,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,IN
'0627960,2014,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,MA
'0627960,2013,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,MI
'0627960,2012,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,NC
'0627960,2011,fqhc,COMANCHE COUNTY HOSPITAL AUTHORITY,NJ
'1304,2010,fqhc,Comanche County Hospital Authority,NV
'181,2009,fqhc,Comanche County Hospital Authority,OH
'174,2008,fqhc,Comanche County Hospital Authority,PA
'1660,2007,fqhc,Comanche County Hospital Authority,SC
'1621,2005,fqhc,Comm Action Council Of So Texas,VI
'1837,2005,fqhc,Comm Hlth And Soc Svcs (chass),WA
'1811,2004,fqhc,Comm Hlth And Soc Svcs (chass),WV
'013260,2019,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",AK
'013260,2018,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",CA
'013260,2017,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",CA
'013260,2016,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",FL
'013260,2015,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",ID
'013260,2014,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",KY
'013260,2013,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",MD
'013260,2012,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",NC
'013260,2011,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",NC
'1475,2010,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",NY
'354,2009,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",OH
'342,2008,fqhc,"COMM HLTH CNTR OF FRANKLIN COUNTY, INC.",PA
'1452,2005,fqhc,Comm Hlth Ctrs Of King County,VA
'1650,2004,fqhc,Comm Hlth Ctrs Of King County,WV
'1745,2005,fqhc,Comm. Health Assoc. Of Spokane,VT
'1680,2004,fqhc,Comm. Health Assoc. Of Spokane,WV
'06E01048,2019,fqhc,COMMON GROUND HEALTH CLINIC,AZ
'06E01048,2018,fqhc,COMMON GROUND HEALTH CLINIC,CA
'06E01048,2017,fqhc,COMMON GROUND HEALTH CLINIC,CT
'06E01048,2016,fqhc,COMMON GROUND HEALTH CLINIC,HI
'06E01048,2015,fqhc,COMMON GROUND HEALTH CLINIC,IN
'06E01048,2014,fqhc,COMMON GROUND HEALTH CLINIC,MA
'09E01154,2017,fqhc,COMMONWEALTH HEALTHCARE CORPO RATION,FL
'09E01154,2016,fqhc,COMMONWEALTH HEALTHCARE CORPO RATION,IA
'09E01154,2015,fqhc,COMMONWEALTH HEALTHCARE CORPO RATION,KS
'1374,2007,fqhc,Communicare Health Center,SC
'0928880,2019,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",CA
'0928880,2018,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",CA
'0928880,2017,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",FL
'0928880,2016,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",IA
'0928880,2015,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",KS
'0928880,2014,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",MA
'0928880,2013,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",MI
'0928880,2012,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",MT
'0928880,2011,fqhc,"COMMUNICARE HEALTH CENTERS, INC.",NJ
'1277,2010,fqhc,"CommuniCare Health Centers, Inc.",NM
'154,2009,fqhc,"CommuniCare Health Centers, Inc.",OH
'147,2008,fqhc,"CommuniCare Health Centers, Inc.",PA
'1789,2007,fqhc,"CommuniCare Health Centers, Inc.",SD
'1799,2007,fqhc,Community  Health Center of the Central Coast,SD
'03E01267,2019,lookalike,"COMMUNITY ACCESS NETWORK, INC.",AK
'03E01267,2018,lookalike,"COMMUNITY ACCESS NETWORK, INC.",CA
'03E01267,2017,lookalike,"COMMUNITY ACCESS NETWORK, INC.",CA
'056820,2019,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,AR
'056820,2018,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,CA
'056820,2017,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,CO
'056820,2016,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,GA
'056820,2015,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,IL
'056820,2014,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,LA
'056820,2013,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,MI
'056820,2012,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,NC
'056820,2011,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,NH
'1892,2010,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,NY
'778,2009,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,OK
'743,2008,fqhc,COMMUNITY ACTION AGENCY OF COLUMBIANA,PA
'1937,2007,fqhc,Community Action Agency of Columbiana County,TN
'2825,2006,fqhc,"Community Action Agency Of Columbiana County, Inc.",TX
'1437,2005,fqhc,"Community Action Agency Of Columbiana County, Inc.",VA
'1772,2004,fqhc,"Community Action Agency Of Columbiana County, Inc.",WV
'2939,2006,fqhc,Community Action Committee,TX
'1556,2005,fqhc,Community Action Committee,VA
'1745,2004,fqhc,Community Action Committee,WV
'052900,2019,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,AR
'052900,2018,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,CA
'052900,2017,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,CO
'052900,2016,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,GA
'052900,2015,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,IL
'052900,2014,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,LA
'052900,2013,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,MI
'052900,2012,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,MO
'052900,2011,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,NH
'1326,2010,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,NV
'203,2009,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,OH
'197,2008,fqhc,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,PA
'2100,2007,fqhc,Community Action Committee of Pike County,TN
'0614350,2019,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,AZ
'0614350,2018,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,CA
'0614350,2017,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,CT
'0614350,2016,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,GA
'0614350,2015,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,IN
'0614350,2014,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,MA
'0614350,2013,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,MI
'0614350,2012,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,MS
'0614350,2011,fqhc,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,NH
'1151,2010,fqhc,Community Action Corporation of South Texas,NM
'27,2009,fqhc,Community Action Corporation of South Texas,OH
'27,2008,fqhc,Community Action Corporation of South Texas,OR
'1376,2007,fqhc,Community Action Corporation of South Texas,SC
'2628,2006,fqhc,Community Action Corporation of South Texas,TX
'1283,2005,fqhc,Community Action Corporation of South Texas,VA
'1525,2004,fqhc,Community Action Corporation of South Texas,WV
'150,2009,fqhc,COMMUNITY ACTION COUNCIL OF SOUTH TEXAS,OH
'143,2008,fqhc,COMMUNITY ACTION COUNCIL OF SOUTH TEXAS,PA
'1563,2007,fqhc,Community Action Council of South Texas,SC
'2114,2006,fqhc,Community Action Council of South Texas,TX
'1236,2004,fqhc,COMMUNITY ACTION COUNCIL OF SOUTH TEXAS,WI
'1956,2007,fqhc,Community Action of Laramie County,TN
'084620,2019,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",AZ
'084620,2018,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",CA
'084620,2017,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",DE
'084620,2016,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",HI
'084620,2015,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",IN
'084620,2014,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",MA
'084620,2013,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",MI
'084620,2012,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",MT
'084620,2011,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",NJ
'1802,2010,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",NY
'686,2009,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",OK
'655,2008,fqhc,"COMMUNITY ACTION OF LARAMIE COUNTY, INC.",PA
'2001,2006,fqhc,Community Action of Laramie Cty,TX
'1339,2005,fqhc,Community Action Of Laramie Cty,VA
'1260,2004,fqhc,Community Action Of Laramie Cty,WI
'083970,2019,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,AZ
'083970,2018,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,CA
'083970,2017,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,DE
'083970,2016,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,HI
'083970,2015,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,IN
'083970,2014,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,MA
'083970,2013,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,MI
'083970,2012,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,MS
'083970,2011,fqhc,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,NJ
'1281,2010,fqhc,Community Action Partnership of Natrona County,NM
'158,2009,fqhc,Community Action Partnership of Natrona County,OH
'151,2008,fqhc,Community Action Partnership of Natrona County,PA
'2378,2007,fqhc,Community Action Partnership Of Natrona County,TX
'2275,2006,fqhc,Community Action Partnership of Natrona County,TX
'1184,2005,fqhc,Community Action Partnership of Natrona County,VA
'1330,2004,fqhc,Community Action Partnership of Natrona County,WI
'073080,2019,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,AZ
'073080,2018,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,CA
'073080,2017,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,DC
'073080,2016,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,HI
'073080,2015,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,IN
'073080,2014,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,MA
'073080,2013,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,MI
'073080,2012,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,MS
'073080,2011,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,NJ
'2145,2010,fqhc,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,NY
'04E00012,2016,fqhc,"COMMUNITY AIDS RESOURCE, INC. DBA CARE RESOURCE",GA
'04E00012,2015,fqhc,"COMMUNITY AIDS RESOURCE, INC. DBA CARE RESOURCE",IL
'04E00012,2014,fqhc,"COMMUNITY AIDS RESOURCE, INC. DBA CARE RESOURCE",LA
'04E00012,2013,fqhc,"COMMUNITY AIDS RESOURCE, INC. DBA CARE RESOURCE",ME
'04E00012,2012,fqhc,"COMMUNITY AIDS RESOURCE, INC. DBA CARE RESOURCE",MS
'04E00012,2011,fqhc,"COMMUNITY AIDS RESOURCE, INC. DBA CARE RESOURCE",NE
'2111,2010,fqhc,"Community AIDS Resource, Inc. dba Care Resource",NY
'996,2009,fqhc,"Community AIDS Resource, Inc. dba Care Resource",OR
'050960,2019,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,AR
'050960,2018,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,CA
'050960,2017,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,CO
'050960,2016,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,GA
'050960,2015,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,IL
'050960,2014,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,LA
'050960,2013,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,ME
'050960,2012,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,MT
'050960,2011,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,NE
'1449,2010,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,NY
'328,2009,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,OH
'316,2008,fqhc,COMMUNITY AND RURAL HEALTH SERVICES,PA
'034210,2019,fqhc,COMMUNITY CARE OF WEST VIRGINIA,AK
'034210,2018,fqhc,COMMUNITY CARE OF WEST VIRGINIA,CA
'034210,2017,fqhc,COMMUNITY CARE OF WEST VIRGINIA,CA
'034210,2016,fqhc,COMMUNITY CARE OF WEST VIRGINIA,FL
'034210,2015,fqhc,COMMUNITY CARE OF WEST VIRGINIA,IL
'034210,2014,fqhc,COMMUNITY CARE OF WEST VIRGINIA,LA
'034210,2013,fqhc,COMMUNITY CARE OF WEST VIRGINIA,ME
'034210,2012,fqhc,COMMUNITY CARE OF WEST VIRGINIA,MS
'034210,2011,fqhc,COMMUNITY CARE OF WEST VIRGINIA,NC
'1765,2007,fqhc,Community Clinic Of Maui,SD
'2912,2006,fqhc,Community Clinic of Maui,TX
'1630,2005,fqhc,Community Clinic of Maui,VT
'998,2004,fqhc,Community Clinic of Maui,WA
'096040,2019,fqhc,"COMMUNITY CLINIC OF MAUI, INC",CA
'096040,2018,fqhc,"COMMUNITY CLINIC OF MAUI, INC",CA
'096040,2017,fqhc,"COMMUNITY CLINIC OF MAUI, INC",FL
'096040,2016,fqhc,"COMMUNITY CLINIC OF MAUI, INC",IA
'096040,2015,fqhc,"COMMUNITY CLINIC OF MAUI, INC",KS
'096040,2014,fqhc,"COMMUNITY CLINIC OF MAUI, INC",MA
'096040,2013,fqhc,"COMMUNITY CLINIC OF MAUI, INC",MI
'096040,2012,fqhc,"COMMUNITY CLINIC OF MAUI, INC",MO
'096040,2011,fqhc,"COMMUNITY CLINIC OF MAUI, INC",NJ
'1513,2010,fqhc,"COMMUNITY CLINIC OF MAUI, INC",NY
'392,2009,fqhc,"COMMUNITY CLINIC OF MAUI, INC",OH
'378,2008,fqhc,"COMMUNITY CLINIC OF MAUI, INC",PA
'03E00060,2019,fqhc,"COMMUNITY CLINIC, INC.",AK
'03E00060,2018,fqhc,"COMMUNITY CLINIC, INC.",CA
'03E00060,2017,fqhc,"COMMUNITY CLINIC, INC.",CA
'03E00060,2016,fqhc,"COMMUNITY CLINIC, INC.",FL
'03E00060,2015,fqhc,"COMMUNITY CLINIC, INC.",IL
'03E00060,2014,fqhc,"COMMUNITY CLINIC, INC.",LA
'03E00060,2013,fqhc,"COMMUNITY CLINIC, INC.",ME
'03E00060,2012,fqhc,"COMMUNITY CLINIC, INC.",MO
'03E00060,2011,fqhc,"COMMUNITY CLINIC, INC.",NC
'2088,2010,fqhc,"COMMUNITY CLINIC, INC.",NY
'973,2009,fqhc,"COMMUNITY CLINIC, INC.",OR
'934,2008,fqhc,"COMMUNITY CLINIC, INC.",PR
'01E00188,2019,lookalike,"COMMUNITY CLINICAL SERVICES, INC.",AK
'01E00188,2018,lookalike,"COMMUNITY CLINICAL SERVICES, INC.",CA
'01E00188,2017,lookalike,"COMMUNITY CLINICAL SERVICES, INC.",CA
'01E00188,2016,lookalike,"COMMUNITY CLINICAL SERVICES, INC.",FL
'1011880,2019,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",CA
'1011880,2018,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",CA
'1011880,2017,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",FL
'1011880,2016,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",IA
'1011880,2015,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",KS
'1011880,2014,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",MA
'1011880,2013,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",MN
'1011880,2012,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",MS
'1011880,2011,fqhc,"COMMUNITY COUNCIL OF IDAHO, INC.",NM
'2177,2010,fqhc,"Community Council of Idaho, Inc.",NY
'2145,2007,fqhc,"Community Health & Emergency Services, Inc.",TN
'050030,2019,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",AL
'050030,2018,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",CA
'050030,2017,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",CO
'050030,2016,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",GA
'050030,2015,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",IL
'050030,2014,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",LA
'050030,2013,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",ME
'050030,2012,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",NC
'050030,2011,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",NE
'1320,2010,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",NV
'197,2009,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",OH
'191,2008,fqhc,"COMMUNITY HEALTH & EMERGENCY SVCS., INC.",PA
'056770,2012,fqhc,COMMUNITY HEALTH & SOCIAL SERVICES CENTER,MO
'056770,2011,fqhc,COMMUNITY HEALTH & SOCIAL SERVICES CENTER,NH
'2010,2010,fqhc,COMMUNITY HEALTH & SOCIAL SERVICES CENTER,NY
'895,2009,fqhc,COMMUNITY HEALTH & SOCIAL SERVICES CENTER,OR
'858,2008,fqhc,COMMUNITY HEALTH & SOCIAL SERVICES CENTER,PR
'056770,2019,fqhc,"COMMUNITY HEALTH & SOCIAL SERVICES CENTER, INC.",AR
'056770,2018,fqhc,"COMMUNITY HEALTH & SOCIAL SERVICES CENTER, INC.",CA
'01E00009,2019,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,AK
'01E00009,2018,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,CA
'01E00009,2017,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,CA
'01E00009,2016,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,FL
'01E00009,2015,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,ID
'01E00009,2014,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,KY
'01E00009,2013,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,MD
'01E00009,2012,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,MO
'01E00009,2011,fqhc,COMMUNITY HEALTH & WELLNESS CENTER OF GREATER TORRINGTON,NC
'2070,2010,fqhc,Community Health & Wellness Center of Greater Torrington,NY
'955,2009,fqhc,Community Health & Wellness Center of Greater Torrington,OR
'05E01097,2019,fqhc,COMMUNITY HEALTH & WELLNESS PARTNERS OF LOGAN COUNTY,AR
'05E01097,2018,fqhc,COMMUNITY HEALTH & WELLNESS PARTNERS OF LOGAN COUNTY,CA
'05E01097,2017,fqhc,COMMUNITY HEALTH & WELLNESS PARTNERS OF LOGAN COUNTY,CT
